text,emotion
"Things will never get better.",pessimism
"It feels like everything is falling apart.",despair
"You shocked me with that announcement!",surprise
"I don't understand what's going on.",confusion
"What’s the point in trying?",pessimism
"My heart races every time I think about it.",fear
"I’m so bored I could sleep all day.",boredom
"Nothing is bothering me today.",calm
"Everything is just too much right now.",overwhelm
"Why do people always take advantage of me?",anger
"What if everything goes wrong?",anxiety
"I feel so guilty all the time.",guilt
"I appreciate everything you've done.",gratitude
"This is completely unacceptable!",anger
"I can't stop worrying about everything.",anxiety
"I feel so guilty all the time.",guilt
"That was absolutely revolting.",disgust
"I don't feel safe.",fear
"What if everything goes wrong?",anxiety
"This is the best news I've heard all week.",joy
"High school memories keep coming back.",nostalgia
"Nothing seems to matter anymore.",sadness
"I’ve stopped believing things can improve.",hopelessness
"What if everything goes wrong?",anxiety
"It’s been days since I talked to someone.",loneliness
"Everything feels unclear right now.",confusion
"I’ve lost all hope.",despair
"There's too much on my plate.",overwhelm
"I feel blessed today.",gratitude
"There’s always a silver lining.",optimism
"No one can take this away from me.",pride
"I always expect the worst.",pessimism
"This is the best news I've heard all week.",joy
"It's just another ordinary day.",neutral
"Everything feels unclear right now.",confusion
"It's just another ordinary day.",neutral
"This moment is so serene.",calm
"I don't understand what's going on.",confusion
"No one really understands me.",loneliness
"I wish I could go back in time.",nostalgia
"I don't feel safe.",fear
"I can't stop worrying about everything.",anxiety
"There’s always a silver lining.",optimism
"Nothing will ever change.",hopelessness
"This is going to be amazing!",excitement
"No one can take this away from me.",pride
"I'm just going through the motions.",neutral
"I can’t wait for the weekend!",excitement
"This is the best news I've heard all week.",joy
"It's just another ordinary day.",neutral
"This is completely unacceptable!",anger
"Things will never get better.",pessimism
"I don’t see a way out of this.",despair
"I'm grateful for everything I have.",joy
"What if everything goes wrong?",anxiety
"Everyone must think I'm a failure.",shame
"I have nothing to do.",boredom
"I don't feel safe.",fear
"It feels like everything is falling apart.",despair
"This moment is so serene.",calm
"What’s the point in trying?",pessimism
"I did a great job today!",pride
"Nothing seems to matter anymore.",sadness
"I’m scared of what might happen next.",fear
"I'm so angry I could scream.",anger
"It made me sick to my stomach.",disgust
"Everyone must think I'm a failure.",shame
"Nothing excites me anymore.",boredom
"I'm grateful for everything I have.",joy
"That was absolutely revolting.",disgust
"I'm grateful for everything I have.",joy
"I can’t look anyone in the eye.",shame
"I have nothing to do.",boredom
"Everything feels unclear right now.",confusion
"I don't understand what's going on.",confusion
"What’s the point in trying?",pessimism
"I can’t look anyone in the eye.",shame
"Today has been one of the worst days.",sadness
"I’ve lost all hope.",despair
"I'm so lost in my thoughts.",confusion
"This is the best news I've heard all week.",joy
"That was absolutely revolting.",disgust
"This moment is so serene.",calm
"Today has been one of the worst days.",sadness
"I can’t look anyone in the eye.",shame
"Today has been one of the worst days.",sadness
"Nothing exciting happened today.",neutral
"I'm feeling really happy today!",joy
"Nothing exciting happened today.",neutral
"I’m proud of my accomplishments.",pride
"You shocked me with that announcement!",surprise
"Today has been one of the worst days.",sadness
"Everything is just too much right now.",overwhelm
"Why do people always take advantage of me?",anger
"No one can take this away from me.",pride
"I can't stop worrying about everything.",anxiety
"This moment is so serene.",calm
"It made me sick to my stomach.",disgust
"I feel at peace with myself.",calm
"High school memories keep coming back.",nostalgia
"I feel so embarrassed about it.",shame
"I appreciate everything you've done.",gratitude
"I’m thrilled about this opportunity!",excitement
"I don't feel safe.",fear
"I can't stop worrying about everything.",anxiety
"I’m thrilled about this opportunity!",excitement
"You shocked me with that announcement!",surprise
"You shocked me with that announcement!",surprise
"I'm feeling really happy today!",joy
"Everyone must think I'm a failure.",shame
"I don't feel safe.",fear
"What’s the point in trying?",pessimism
"I’ve stopped believing things can improve.",hopelessness
"I feel like crying all the time.",sadness
"Wow, I didn’t see that coming!",surprise
"I did a great job today!",pride
"Nothing seems to matter anymore.",sadness
"I’ve lost all hope.",despair
"I’m proud of my accomplishments.",pride
"Nothing is bothering me today.",calm
"I wish I could go back in time.",nostalgia
"I’m thrilled about this opportunity!",excitement
"Why do people always take advantage of me?",anger
"I always expect the worst.",pessimism
"Everyone must think I'm a failure.",shame
"I have nothing to do.",boredom
"I’ve stopped believing things can improve.",hopelessness
"I’m proud of my accomplishments.",pride
"I don't understand what's going on.",confusion
"Everyone must think I'm a failure.",shame
"I'm grateful for everything I have.",joy
"I feel so embarrassed about it.",shame
"I'm just going through the motions.",neutral
"My heart is full of affection.",love
"I'm so lost in my thoughts.",confusion
"It feels like everything is falling apart.",despair
"Nothing will ever change.",hopelessness
"My heart races every time I think about it.",fear
"I appreciate everything you've done.",gratitude
"It made me sick to my stomach.",disgust
"I don’t see a way out of this.",despair
"Everything is just too much right now.",overwhelm
"I'm so angry I could scream.",anger
"I'm feeling really happy today!",joy
"I'm so angry I could scream.",anger
"Why do people always take advantage of me?",anger
"I should have done things differently.",guilt
"My heart races every time I think about it.",fear
"Nothing seems to matter anymore.",sadness
"I don’t see a way out of this.",despair
"Why do people always take advantage of me?",anger
"I'm so angry I could scream.",anger
"It's just another ordinary day.",neutral
"Nothing excites me anymore.",boredom
"I’m proud of my accomplishments.",pride
"Everyone must think I'm a failure.",shame
"Hope feels like a distant memory.",hopelessness
"There's too much on my plate.",overwhelm
"I feel so guilty all the time.",guilt
"My mind is racing with fear.",anxiety
"I’m so bored I could sleep all day.",boredom
"No one can take this away from me.",pride
"Good things are coming my way.",optimism
"What if everything goes wrong?",anxiety
"Nothing seems to matter anymore.",sadness
"This moment is so serene.",calm
"There's too much on my plate.",overwhelm
"I'm so angry I could scream.",anger
"Everyone must think I'm a failure.",shame
"What’s the point in trying?",pessimism
"You shocked me with that announcement!",surprise
"This is the best news I've heard all week.",joy
"It's just another ordinary day.",neutral
"I can't stop worrying about everything.",anxiety
"I don't feel safe.",fear
"There’s always a silver lining.",optimism
"Why do people always take advantage of me?",anger
"My heart is full of affection.",love
"I’m thrilled about this opportunity!",excitement
"I’m proud of my accomplishments.",pride
"I miss those old summer days.",nostalgia
"Everything is just too much right now.",overwhelm
"I feel so embarrassed about it.",shame
"I have nothing to do.",boredom
"Everyone must think I'm a failure.",shame
"I’ve stopped believing things can improve.",hopelessness
"I don't feel safe.",fear
"Everything is just too much right now.",overwhelm
"It made me sick to my stomach.",disgust
"I can't stop worrying about everything.",anxiety
"I appreciate everything you've done.",gratitude
"I have nothing to do.",boredom
"No one really understands me.",loneliness
"I'm just going through the motions.",neutral
"I don't understand what's going on.",confusion
"I don’t see a way out of this.",despair
"I’m thrilled about this opportunity!",excitement
"Hope feels like a distant memory.",hopelessness
"Everything is just too much right now.",overwhelm
"What’s the point in trying?",pessimism
"My mind is racing with fear.",anxiety
"My mind is racing with fear.",anxiety
"I'm just going through the motions.",neutral
"This is the best news I've heard all week.",joy
"I’m so bored I could sleep all day.",boredom
"Nothing excites me anymore.",boredom
"It’s been days since I talked to someone.",loneliness
"I have nothing to do.",boredom
"I don’t see a way out of this.",despair
"My heart is full of affection.",love
"Everyone must think I'm a failure.",shame
"I'm feeling really happy today!",joy
"Nothing seems to matter anymore.",sadness
"I can’t wait for the weekend!",excitement
"I’m proud of my accomplishments.",pride
"I’m so bored I could sleep all day.",boredom
"I'm feeling really happy today!",joy
"I miss those old summer days.",nostalgia
"I’m scared of what might happen next.",fear
"I can’t believe people enjoy that.",disgust
"I always expect the worst.",pessimism
"Good things are coming my way.",optimism
"My heart is full of affection.",love
"I'm grateful for everything I have.",joy
"Nothing is bothering me today.",calm
"I don't understand what's going on.",confusion
"No one really understands me.",loneliness
"No one can take this away from me.",pride
"I'm so thankful for my family.",gratitude
"I feel so embarrassed about it.",shame
"Nothing is bothering me today.",calm
"I’m scared of what might happen next.",fear
"Hope feels like a distant memory.",hopelessness
"I’m thrilled about this opportunity!",excitement
"I feel like crying all the time.",sadness
"I wish I could go back in time.",nostalgia
"Nothing is bothering me today.",calm
"What if everything goes wrong?",anxiety               
